Id,SalePrice
1461,124907.16728041958
1462,160984.85382441117
1463,183668.876284859
1464,198000.88368578392
1465,196304.5681946199
1466,169584.2156447913
1467,173487.29232383578
1468,155717.44112010638
1469,203219.86500946712
1470,118993.0750861865
1471,196808.25593428075
1472,97962.73976179695
1473,95193.0056621074
1474,145673.20197365264
1475,109409.24001594006
1476,361662.50834716804
1477,237997.63497593958
1478,294916.94974686473
1479,295733.1596441793
1480,475974.7462450408
1481,322687.46510190936
1482,210196.14907227992
1483,182564.6763181422
1484,161428.90123015092
1485,189653.5880089543
1486,198476.9603123749
1487,336654.32608207443
1488,231155.62769121476
1489,194638.98016719834
1490,245540.84024022712
1491,195397.15276986538
1492,95287.27734152379
1493,182404.76454878575
1494,288144.2048583945
1495,290423.8559776591
1496,238573.6102427897
1497,179221.82786607134
1498,165534.2792519371
1499,159081.25609218882
1500,157236.1301259808
1501,172644.15688414886
1502,149800.58661424863
1503,289681.5358559347
1504,245254.199271492
1505,229982.85795365283
1506,195448.8294086964
1507,248477.21171074905
1508,200976.29463520384
1509,161234.09240979177
1510,146198.1368388935
1511,153365.90351148532
1512,179864.53772258782
1513,144963.43084441073
1514,150769.49835350242
1515,188659.93808627364
1516,153889.61966743204
1517,170376.30405108596
1518,138178.11909892748
1519,209593.92004284388
1520,127684.93814858892
1521,134850.87714390332
1522,183528.54863983853
1523,109193.18255378923
1524,128836.92067269445
1525,119958.33200402235
1526,110141.34016208733
1527,104738.32635788058
1528,133716.9103576634
1529,150662.23030987047
1530,177953.50740809584
1531,114268.66659579663
1532,98160.77035978562
1533,149086.65838026462
1534,125389.07740881857
1535,145091.83196567732
1536,110181.84971567584
1537,59640.1174827375
1538,143831.27001509987
1539,198897.99119806942
1540,105309.009279832
1541,145560.31932499298
1542,141498.23163445696
1543,183630.34086872195
1544,84870.54987648054
1545,111832.07815131222
1546,141352.94881427105
1547,131364.03135637645
1548,138331.1391989567
1549,122573.14296011999
1550,137220.93011032394
1551,111391.42622654568
1552,142412.81037036914
1553,155568.70760228514
1554,114511.67080950565
1555,165436.01894282657
1556,88960.60426778409
1557,112944.93264969403
1558,106493.85407890096
1559,65728.41430256092
1560,144464.55289041082
1561,130035.54296847932
1562,129182.35124004989
1563,120858.299169748
1564,159823.800385808
1565,154832.35899204982
1566,240353.1572347173
1567,79065.34693919508
1568,239537.41580177852
1569,127848.27191643299
1570,141000.46173752903
1571,121076.50112130053
1572,143912.88657699802
1573,235646.24964275237
1574,125916.83622789345
1575,242643.24335161704
1576,255157.3615328982
1577,180336.7490874825
1578,154274.1731105429
1579,142779.92781837645
1580,191526.73221407385
1581,162156.31307988663
1582,118925.57853771422
1583,282121.46009918215
1584,221782.33857124587
1585,137602.85734335645
1586,57575.742071138804
1587,104625.32411935611
1588,156590.6186020384
1589,101024.03648475258
1590,131160.95402041715
1591,94398.37232008544
1592,117976.29723198674
1593,123112.45292498496
1594,129772.18247574347
1595,110935.97409682401
1596,226722.91178741097
1597,196319.35432099446
1598,217688.03422588183
1599,173512.07526145354
1600,163067.14420623405
1601,59900.65760521842
1602,123762.11908633276
1603,80824.16888581829
1604,263704.963225247
1605,240728.68598873497
1606,167569.88904747885
1607,178255.8995630688
1608,217122.51467355044
1609,179900.8832529184
1610,141154.2626203973
1611,140826.33394697335
1612,176463.78589327625
1613,165990.80210426054
1614,133493.84745652374
1615,96407.66576935483
1616,80105.4386723894
1617,93233.1340639683
1618,122152.44587044088
1619,135843.0660351806
1620,146813.505552134
1621,141970.38377084478
1622,141240.2617070835
1623,269938.2066534068
1624,231354.7408996437
1625,123076.55662127526
1626,169375.06162329527
1627,191151.87800876994
1628,283119.05953658844
1629,171881.24264429533
1630,328469.0812473607
1631,214089.06839497836
1632,236238.67424802863
1633,169538.58673662433
1634,184895.07811818543
1635,172961.47514224442
1636,152220.58457831858
1637,202827.80889206027
1638,179206.8665740968
1639,187453.41487245794
1640,248368.299205196
1641,176936.95735475037
1642,248180.6183941275
1643,210939.75871744344
1644,233897.5861045576
1645,190735.57334293466
1646,160249.59289274318
1647,159025.3015724488
1648,129534.59260928462
1649,142813.89386274377
1650,109044.2225848048
1651,118951.87329971853
1652,95302.38251954247
1653,96706.84590011553
1654,142421.34822474926
1655,132165.85704469218
1656,137639.32443407926
1657,141737.91373553916
1658,147145.95164869158
1659,110029.0241802175
1660,158105.46752185278
1661,408272.5508367312
1662,377530.20658768975
1663,367566.86201731034
1664,466386.75901194726
1665,303156.7832045002
1666,329646.5637026202
1667,386357.44837577007
1668,343945.95735357254
1669,306553.4430165116
1670,343043.3171620074
1671,255001.6406148877
1672,387898.9087429847
1673,271430.90541907755
1674,227513.23826674488
1675,196574.19579120804
1676,197337.15474904436
1677,213246.47171546466
1678,437319.31521957
1679,392509.3537433727
1680,330502.27291938325
1681,247013.14724888705
1682,311932.5573998026
1683,182206.96021771638
1684,171673.7842376028
1685,174706.9885139296
1686,167544.93894194145
1687,168912.50749730258
1688,192338.82358040765
1689,194526.9611107303
1690,195713.051885774
1691,187980.08278138717
1692,263116.03998619
1693,164625.35816544286
1694,177801.23742360887
1695,153189.37025890828
1696,260588.93130492233
1697,155628.02597289064
1698,327784.55378534354
1699,292343.246213664
1700,257018.7424258083
1701,276481.197635073
1702,229724.1849186979
1703,228076.88752150416
1704,261332.98463904308
1705,247049.58662090657
1706,414190.25664684444
1707,216967.71656118796
1708,198429.92687085256
1709,251799.8908492149
1710,218208.86554102774
1711,277494.77012215025
1712,247086.68819435264
1713,273510.9410262502
1714,222254.88148086125
1715,209261.52596526095
1716,179579.44960995828
1717,175992.99291259778
1718,134786.66398396646
1719,211691.2242324691
1720,237177.51016778854
1721,165505.39160697447
1722,125313.8872616915
1723,153412.78225718118
1724,198668.74002089692
1725,238670.51903875824
1726,192731.75031239606
1727,155604.5572801112
1728,177144.37245777246
1729,161358.83414988552
1730,154633.23216029786
1731,120362.99683696422
1732,128033.65721095579
1733,115718.6056066553
1734,123558.67524318467
1735,129781.70487978391
1736,105780.7069002938
1737,285810.2121616822
1738,251782.8449536946
1739,227395.98699617787
1740,212405.77034658234
1741,188737.49704308857
1742,170324.7851155345
1743,178825.95410932737
1744,323057.2495450967
1745,217627.32490983853
1746,180249.0945850119
1747,213804.73303544914
1748,211434.8590694545
1749,147687.31261688247
1750,124894.20513089892
1751,265227.25029331044
1752,115492.59462095285
1753,153354.17244756725
1754,190136.68072283894
1755,172755.78930695026
1756,120441.1460666767
1757,119624.1196909826
1758,140455.32910304226
1759,157862.3005578816
1760,166272.41468627928
1761,150640.77948628695
1762,174085.99407330935
1763,198400.08396521196
1764,113389.68820702579
1765,167469.28691447293
1766,191214.01201681164
1767,212814.28266019686
1768,142876.4141333849
1769,173148.17397706522
1770,150755.31992224065
1771,123834.63086810436
1772,139877.63377386914
1773,123649.55862594285
1774,152725.12387478788
1775,139887.1192050311
1776,126511.41947085415
1777,106688.02877019763
1778,138480.380157826
1779,123593.35843105534
1780,174516.65637731395
1781,132924.60412776962
1782,82458.62354201646
1783,140920.50191996878
1784,105296.22751047663
1785,130848.03377018956
1786,131198.10242464533
1787,168156.803834981
1788,55301.747038091846
1789,99114.78534997025
1790,79870.10273829213
