Id,SalePrice
1461,122999.26199207401
1462,161664.5708691207
1463,188901.40561574625
1464,199240.8977114861
1465,195394.29811106605
1466,168203.9271775766
1467,169838.05740569092
1468,158359.73605733376
1469,196717.3488762482
1470,121930.66388155331
1471,176200.1269946609
1472,96085.35998894245
1473,95983.99406754076
1474,143700.6770583311
1475,105750.9351422441
1476,366585.59082689305
1477,239644.5276127112
1478,296090.20506826154
1479,291124.1627172532
1480,487647.1626275178
1481,338141.55425079603
1482,209814.50330824754
1483,183503.13313532245
1484,161622.9870204274
1485,194517.82440464225
1486,195121.87763320643
1487,345346.8148584381
1488,235511.57969175122
1489,194076.14180540192
1490,254450.73886730682
1491,194953.0185112839
1492,92817.66532081623
1493,178723.1676758137
1494,292281.25770170067
1495,289798.5780935766
1496,239191.92284501757
1497,178119.35518825427
1498,176691.4670732886
1499,166786.37089844016
1500,160909.46045827953
1501,178733.73468701605
1502,143045.77228539728
1503,293514.480114171
1504,241061.2048503229
1505,229727.18987799977
1506,192891.03649047916
1507,247309.4553287799
1508,200974.1559512083
1509,158899.93917545638
1510,149305.76684090935
1511,161747.85503302413
1512,176275.82018372667
1513,147651.7887757899
1514,149177.02982377537
1515,183225.53984770513
1516,155440.43007665122
1517,168330.03343702358
1518,134878.97789017862
1519,205864.41716620157
1520,129393.72118398936
1521,133853.85048235074
1522,183839.7527676324
1523,111166.93699027
1524,127175.93890567643
1525,120082.63899806376
1526,106485.8725454168
1527,105154.98855843033
1528,124520.3537329094
1529,158237.4974598994
1530,179725.6918627118
1531,113401.56078146398
1532,94263.73394901198
1533,152347.77603641915
1534,123410.85969960793
1535,141446.39098760573
1536,109607.6129392303
1537,57353.423388338495
1538,143508.42568399053
1539,188703.9122492048
1540,95096.94854555828
1541,145383.87401487475
1542,144078.39233666996
1543,180589.3283826844
1544,83210.62845226636
1545,111195.56642578209
1546,140693.96707492502
1547,134333.18432388356
1548,134451.0283193565
1549,117982.48735236854
1550,140060.32672051652
1551,103594.44907155537
1552,144149.90937653897
1553,152650.4618548968
1554,113473.6372028202
1555,174099.83175225902
1556,85704.68016776041
1557,111465.15311651687
1558,101595.05607734149
1559,70675.00923249779
1560,131353.17537498163
1561,124749.66264024164
1562,129392.87613339732
1563,123600.44005930441
1564,157258.02669129588
1565,160261.55022433028
1566,238921.61712858346
1567,78758.09799533732
1568,251745.32060592913
1569,138370.97145104737
1570,136885.29934463644
1571,115463.57597682704
1572,141497.1976729202
1573,237095.64503082645
1574,124956.2389695196
1575,241018.44317996022
1576,247027.04368604036
1577,178650.86849602085
1578,145884.98099755167
1579,150764.46480825907
1580,191003.41442191743
1581,157742.5512203261
1582,123964.49236258447
1583,279947.7497225318
1584,218111.9949749228
1585,139181.71216909445
1586,62322.72264625267
1587,110970.5892693063
1588,157774.41290470044
1589,98106.50660189471
1590,125378.37154951342
1591,100487.47050052055
1592,112466.09834505421
1593,121887.8010040976
1594,118518.83019936804
1595,111254.62142180692
1596,214446.24238894795
1597,205075.4629512579
1598,222141.88342058583
1599,171377.46323446484
1600,162717.6305918546
1601,63435.125274810474
1602,119219.2266352069
1603,76598.2571475561
1604,267457.2996838056
1605,233712.56017122732
1606,160600.84355427223
1607,172330.88738368746
1608,218008.63225466158
1609,177859.08132675668
1610,150232.53945620713
1611,142052.35917467473
1612,177153.29270324123
1613,167340.47527616046
1614,128027.00975980335
1615,92969.89037191778
1616,80029.70641515554
1617,89804.68098415271
1618,128231.71271998092
1619,140196.02286826793
1620,147097.68647607867
1621,134599.3612541375
1622,138312.5113851554
1623,259266.53639908237
1624,225351.4132421558
1625,117121.05102929712
1626,165310.66364048168
1627,194693.0964903281
1628,275271.50769492076
1629,175489.1272411118
1630,331585.05682232516
1631,216665.3193663406
1632,240232.0370265832
1633,171954.341520781
1634,187408.8740679241
1635,171477.73612961508
1636,150752.45156169814
1637,205659.891411183
1638,173656.16860163197
1639,181521.36256869897
1640,239246.36997829823
1641,177891.60904006258
1642,254467.25550019142
1643,211687.8080362535
1644,242708.28031042297
1645,195472.23554688232
1646,156381.55346327822
1647,153758.68654060442
1648,128833.44406700801
1649,141163.37724509725
1650,111476.56417439599
1651,115782.42604324523
1652,95676.79559588691
1653,96267.76978706605
1654,140244.6736587423
1655,127764.16484549413
1656,139536.54228760736
1657,144067.18169524663
1658,147523.27329625946
1659,110273.03396474737
1660,153748.56628850076
1661,442721.36471275124
1662,366373.23726679
1663,367613.2975018183
1664,478373.1342980858
1665,300936.44770436274
1666,325374.92340407835
1667,386838.7672125458
1668,346170.72037959093
1669,302230.51239713095
1670,345097.33659596264
1671,260786.59659307633
1672,387573.6365959312
1673,278804.99315047445
1674,225658.1907600446
1675,203428.61664370916
1676,201937.31363408908
1677,220339.03348080805
1678,447724.8564160024
1679,398817.15731017856
1680,322457.26436491817
1681,245289.265396845
1682,319301.43031438097
1683,185516.90130172056
1684,171867.10100003594
1685,173745.71496817324
1686,167215.0097463811
1687,169890.12727797593
1688,190630.02433698412
1689,191250.93657694623
1690,195000.7893919503
1691,185269.48278015928
1692,250818.49565222036
1693,168911.12060793533
1694,178804.38085400884
1695,157614.32899410024
1696,268616.903595861
1697,159735.28115207324
1698,336363.5535448895
1699,302476.3342168114
1700,262519.6402376297
1701,272264.92685932247
1702,234376.63131593628
1703,234929.8663452228
1704,263414.9104699203
1705,247262.31757882348
1706,430848.0149613988
1707,210101.7251491992
1708,198862.99367482183
1709,246965.25385799858
1710,217127.50238502282
1711,281649.62968548725
1712,246676.0792283194
1713,274609.44191501744
1714,227103.57810594313
1715,207519.2025827389
1716,176897.42186963002
1717,173197.82066066566
1718,135527.88848088033
1719,214035.61477725854
1720,224227.99772404428
1721,156377.98721747025
1722,124523.53871113894
1723,153776.763664007
1724,193828.00073398527
1725,234041.58846586157
1726,187621.860509889
1727,157074.541836097
1728,169173.0107598327
1729,162620.11112217885
1730,141033.24810017183
1731,116663.33672342912
1732,129010.96346715181
1733,112622.45364227775
1734,122322.02507923808
1735,119381.13701489977
1736,103836.24418219308
1737,281419.08862485195
1738,263069.9779216006
1739,222939.8933309835
1740,226077.52522796328
1741,202151.69832780014
1742,171311.2144605329
1743,174661.6461717596
1744,353929.88759540836
1745,213074.21756873795
1746,169922.5406828725
1747,221478.35927619837
1748,208352.1338329725
1749,146230.48413110332
1750,120291.40550573014
1751,249198.72560989336
1752,113298.2317635681
1753,153406.8485934647
1754,183862.28795754575
1755,170874.56204366114
